Biome,Log-OC,Log-SMC
Cropland,3.105510185,1.428674626
Cropland,3.199572355,1.428674626
Cropland,2.77815125,1.429483117
Cropland,3.211520997,1.429590802
Cropland,2.801632346,1.430021276
Cropland,2.933655979,1.431363764
Cropland,3.151267675,1.431363764
Cropland,3.586399745,1.431497785
Cropland,3.03809005,1.432033455
Cropland,3.122215878,1.432033455
Cropland,3.158864857,1.433022706
Cropland,3.392110465,1.43350315
Cropland,2.916453949,1.434036354
Cropland,3.234685974,1.434036354
Cropland,3.22184875,1.435432907
Cropland,2.889301703,1.438014652
Cropland,3.054357662,1.438014652
Cropland,3.124938737,1.438014652
Cropland,2.973897197,1.438410485
Cropland,2.973897197,1.439201069
Cropland,3.111150452,1.439332694
Cropland,3.156347201,1.439990218
Cropland,2.759667845,1.440646748
Cropland,2.929418926,1.441956838
Cropland,2.996365715,1.444565221
Cropland,3.273001272,1.444565221
Cropland,3.22184875,1.445175924
Cropland,3,1.445863561
Cropland,3.041392685,1.445863561
Cropland,3.158864857,1.445863561
Cropland,3.187990482,1.446122764
Cropland,3.464886798,1.447158031
Cropland,3.111150452,1.447416463
Cropland,3.217483944,1.447932866
Cropland,3.010723865,1.448190837
Cropland,2.981516594,1.448448655
Cropland,2.989004616,1.449735454
Cropland,2.746893557,1.449863925
Cropland,3.102662342,1.451018452
Cropland,3.427323786,1.451018452
Cropland,3.113943352,1.451146544
Cropland,2.934498451,1.45119777
Cropland,3.063833554,1.451786436
Cropland,3,1.452297671
Cropland,3.024622475,1.452297671
Cropland,3.21528498,1.453331083
Cropland,2.85023768,1.453445755
Cropland,2.884606581,1.453573133
Cropland,2.996365715,1.453573133
Cropland,3.010723865,1.453573133
Cropland,3.070037867,1.453573133
Cropland,3.19266036,1.453573133
Cropland,3.230448921,1.453573133
Cropland,3.014240439,1.45484486
Cropland,3.16879202,1.45484486
Cropland,3.350571034,1.45484486
Cropland,3.45484486,1.45484486
Cropland,3.124938737,1.456112874
Cropland,3.021189299,1.457377197
Cropland,3.096910013,1.457377197
Cropland,3.021189299,1.458134027
Cropland,3.278753601,1.459769316
Cropland,2.844062773,1.460333946
Cropland,3.236789099,1.460521993
Cropland,2.91204483,1.461148229
Cropland,3.06069784,1.461148229
Cropland,3.088136089,1.461148229
Cropland,3.234685974,1.461148229
Cropland,3.119475841,1.463644181
Cropland,3.577874607,1.463644181
Cropland,3.102662342,1.463768603
Cropland,3.180890142,1.463892989
Cropland,2.925140128,1.464886798
Cropland,2.970036777,1.464886798
Cropland,3.010723865,1.464886798
Cropland,3.33243846,1.465977368
Cropland,3.248641926,1.46612587
Cropland,3.46612587,1.46612587
Cropland,3.746893557,1.46612587
Cropland,3.010723865,1.467361417
Cropland,3.119475841,1.467361417
Cropland,3.467361417,1.467361417
Cropland,3.034762106,1.468593459
Cropland,3.28254659,1.468593459
Cropland,3.427323786,1.468716472
Cropland,3.08517161,1.469822016
Cropland,3.39064077,1.469822016
Cropland,2.807309479,1.471047107
Cropland,2.962211439,1.472878288
Cropland,2.997095009,1.473231428
Cropland,2.977723605,1.47348697
Cropland,3.017728767,1.473608604
Cropland,3.228314792,1.47382746
Cropland,2.977723605,1.474701781
Cropland,3,1.474701781
Cropland,3.031408464,1.475792212
Cropland,3.55428721,1.475913203
Cropland,2.903089987,1.476759192
Cropland,2.966141733,1.478686716
Cropland,3,1.478927056
Cropland,2.962211439,1.480725379
Cropland,2.875061263,1.480725379
Cropland,2.962211439,1.480725379
Cropland,3.124938737,1.481920138
Cropland,3.06069784,1.482039433
Cropland,3.302835797,1.482754517
Cropland,3.156347201,1.483587297
Cropland,3.014240439,1.485484818
Cropland,3.271066772,1.485484818
Cropland,3.297395711,1.485484818
Cropland,3.297395711,1.485484818
Cropland,3.290034611,1.485662001
Cropland,3.293730757,1.486194257
Cropland,3.031408464,1.486548542
Cropland,2.611014834,1.486666573
Cropland,3.273001272,1.486666573
Cropland,3.051152522,1.486784571
Cropland,3.017728767,1.487256246
Cropland,3.234264124,1.48784512
Cropland,3.031408464,1.487962799
Cropland,2.84509804,1.488550717
Cropland,3.096910013,1.489020478
Cropland,3.358569317,1.489020478
Cropland,2.934919075,1.489665572
Cropland,3.096910013,1.490192664
Cropland,3.475913203,1.490192664
Cropland,2.966141733,1.491361694
Cropland,3,1.491361694
Cropland,3.234685974,1.491361694
Cropland,3.274927193,1.492527586
Cropland,3.06069784,1.493690356
Cropland,3.414973348,1.494154594
Cropland,2.91204483,1.494850022
Cropland,2.962211439,1.494965818
Cropland,3.180890142,1.495081584
Cropland,3.06069784,1.495313022
Cropland,2.962211439,1.496006599
Cropland,2.977723605,1.496237545
Cropland,3.318758763,1.497160104
Cropland,3.325652471,1.497160104
Cropland,3.217483944,1.498517311
Cropland,3.010723865,1.498999364
Cropland,3.199572355,1.500716624
Cropland,3.224014811,1.501401631
Cropland,3.124938737,1.50174373
Cropland,3.217483944,1.50174373
Cropland,2.929418926,1.502540914
Cropland,3.236369288,1.503223052
Cropland,2.977723605,1.503677216
Cropland,3,1.504017528
Cropland,3.003604124,1.504017528
Cropland,3.463644181,1.505036866
Cropland,2.970036777,1.505149978
Cropland,2.921686475,1.506516307
Cropland,2.929418926,1.506730464
Cropland,3.096910013,1.507406059
Cropland,3.148705459,1.507518556
Cropland,3.646730386,1.50965048
Cropland,3.253257214,1.510768355
Cropland,3.270096281,1.510768355
Cropland,3.469822016,1.511214701
Cropland,2.920818754,1.511883361
Cropland,3.096910013,1.511883361
Cropland,3.263241435,1.511883361
Cropland,2.981516594,1.512328563
Cropland,3.070037867,1.51310657
Cropland,3.291886616,1.514603087
Cropland,2.962211439,1.515211304
Cropland,3.176091259,1.515211304
Cropland,2.897234242,1.51568465
Cropland,3.007178585,1.516314976
Cropland,3.124938737,1.516314976
Cropland,3.163856803,1.516535374
Cropland,3.06694679,1.51851394
Cropland,3.073107098,1.51851394
Cropland,3.099795701,1.51851394
Cropland,3.163856803,1.519609261
Cropland,3.180890142,1.519609261
Cropland,3.352182518,1.519609261
Cropland,3.452297671,1.519609261
Cropland,3.477121255,1.519609261
Cropland,3.291886616,1.519773321
Cropland,3.440646748,1.519827994
Cropland,3.213074825,1.520701826
Cropland,2.942008053,1.520810932
Cropland,2.898542359,1.52179165
Cropland,2.948168362,1.5218896
Cropland,3.153814864,1.522118064
Cropland,2.962211439,1.522878745
Cropland,3.096910013,1.522878745
Cropland,3.163856803,1.523529699
Cropland,3.12764463,1.525044807
Cropland,3.232572615,1.525044807
Cropland,3.395035018,1.525044807
Cropland,3.432702115,1.525044807
Cropland,3.124938737,1.529665576
Cropland,3.318758763,1.529879304
Cropland,3.490192664,1.531585349
Cropland,3.021189299,1.532010815
Cropland,2.996365715,1.532754379
Cropland,2.910268572,1.532849888
Cropland,3.034762106,1.533284718
Cropland,3.096910013,1.533602611
Cropland,3.16879202,1.534660576
Cropland,3.091080469,1.535399621
Cropland,2.977723605,1.536558443
Cropland,3.073107098,1.536558443
Cropland,3.06694679,1.536768806
Cropland,3.500602351,1.536768806
Cropland,3.458637849,1.537819095
Cropland,3.014240439,1.538866851
Cropland,3.19266036,1.539912085
Cropland,2.922552467,1.540558869
Cropland,3.06694679,1.540954809
Cropland,3.163856803,1.541579244
Cropland,3.574031268,1.543032777
Cropland,3.210853365,1.54344718
Cropland,2.969805215,1.544068044
Cropland,3.163856803,1.544068044
Cropland,3.40936947,1.54510085
Cropland,3.263241435,1.546131205
Cropland,3.400825697,1.546953733
Cropland,2.733732111,1.547159121
Cropland,3.434036354,1.547979706
Cropland,3.122215878,1.548184611
Cropland,3.505149978,1.549207684
Cropland,3.443262987,1.550228353
Cropland,2.966141733,1.551246629
Cropland,3.317018101,1.551551647
Cropland,3.171238756,1.55185645
Cropland,3.06694679,1.55216104
Cropland,3.116718406,1.552465417
Cropland,3.116994939,1.5531748
Cropland,3.124938737,1.553276046
Cropland,3.143535225,1.553478467
Cropland,2.962211439,1.553883027
Cropland,2.962211439,1.55428721
Cropland,2.985276743,1.554993626
Cropland,3.30820858,1.556181847
Cropland,3.178497329,1.556201958
Cropland,3.264424262,1.556553756
Cropland,3.375663614,1.556804866
Cropland,3.511883361,1.55730665
Cropland,3.088136089,1.557958105
Cropland,3,1.560305243
Cropland,3.06069784,1.560902485
Cropland,3.347330015,1.560902485
Cropland,3.034762106,1.561300191
Cropland,3.238882089,1.56139956
Cropland,2.977723605,1.562292864
Cropland,3.16879202,1.566241023
Cropland,3.265211028,1.566241023
Cropland,3.124938737,1.568201724
Cropland,3.116718406,1.56937391
Cropland,3.124938737,1.570153613
Cropland,3.55428721,1.570153613
Cropland,2.958245252,1.570737473
Cropland,3.556302501,1.571126277
Cropland,3.436692598,1.571708832
Cropland,3.253055169,1.572484358
Cropland,2.996365715,1.573065095
Cropland,2.942008053,1.57354845
Cropland,3.124938737,1.574031268
Cropland,3.148705459,1.574320701
Cropland,3.124938737,1.574995296
Cropland,3.253257214,1.574995296
Cropland,3.096910013,1.575957189
Cropland,3.044670395,1.576916956
Cropland,3.08517161,1.576916956
Cropland,3.076154791,1.577396045
Cropland,3.477121255,1.579783597
Cropland,2.925140128,1.583576586
Cropland,3.06694679,1.583576586
Cropland,2.903089987,1.584331224
Cropland,3.505149978,1.584331224
Cropland,3.452297671,1.584519679
Cropland,3.345700391,1.587897959
Cropland,3.471047107,1.588271707
Cropland,3.099795701,1.589297857
Cropland,3.099795701,1.589297857
Cropland,3.180890142,1.589949601
Cropland,3.021189299,1.590042628
Cropland,3.431363764,1.590228621
Cropland,3.063833554,1.591064607
Cropland,3.491361694,1.591064607
Cropland,3.194976603,1.592916612
Cropland,3.291886616,1.592916612
Cropland,3.06694679,1.593839661
Cropland,3.459894853,1.596047008
Cropland,3.111150452,1.597420924
Cropland,3.124938737,1.598334459
Cropland,3.06069784,1.598516935
Cropland,3.21528498,1.598608145
Cropland,3.130333768,1.599246076
Cropland,3.06694679,1.599337133
Cropland,3.483111618,1.600246651
Cropland,3.508529719,1.600246651
Cropland,3.130333768,1.601697928
Cropland,2.839896846,1.602059991
Cropland,3.08517161,1.602059991
Cropland,3.489020478,1.60296383
Cropland,3.568201724,1.60296383
Cropland,3.133006358,1.6051254
Cropland,3.412180448,1.605664116
Cropland,2.962211439,1.606560493
Cropland,3.021189299,1.606560493
Cropland,3.544068044,1.607455023
Cropland,2.954242509,1.6080801
Cropland,3.497160104,1.611103456
Cropland,3.228314792,1.611634812
Cropland,3.498310554,1.612253906
Cropland,3.383216752,1.612783857
Cropland,3,1.612960363
Cropland,3.034762106,1.613401316
Cropland,3.12764463,1.615632799
Cropland,3.007178585,1.617685633
Cropland,3.425968732,1.618048097
Cropland,3.135662602,1.618536186
Cropland,3.153814864,1.620309599
Cropland,3.213074825,1.624453992
Cropland,3.119475841,1.624516404
Cropland,3.007178585,1.624969271
Cropland,3.322219295,1.624969271
Cropland,3.146128036,1.625912365
Cropland,3.034762106,1.62838893
Cropland,3.230448921,1.62838893
Cropland,3.22184875,1.630936119
Cropland,2.929418926,1.630986911
Cropland,3.021189299,1.631781873
Cropland,2.933655979,1.632710304
Cropland,2.970036777,1.633636754
Cropland,3.25987249,1.633771346
Cropland,3.345700391,1.634309297
Cropland,2.920818754,1.635735002
Cropland,3.464886798,1.636536471
Cropland,2.996365715,1.639154333
Cropland,3.158864857,1.640638897
Cropland,3.54510085,1.642629369
Cropland,2.950202532,1.645831479
Cropland,3.829303773,1.646730386
Cropland,3.119475841,1.647871765
Cropland,3,1.648360011
Cropland,3.028028724,1.65160103
Cropland,3.034762106,1.652649174
Cropland,2.996365715,1.653212514
Cropland,3.096910013,1.653212514
Cropland,3.22184875,1.655890432
Cropland,3.051152522,1.656417654
Cropland,3.151267675,1.656417654
Cropland,2.985276743,1.656577291
Cropland,3.122215878,1.658773239
Cropland,3.829303773,1.65880608
Cropland,3.028028724,1.660978928
Cropland,3.176091259,1.666673949
Cropland,3.228314792,1.666702826
Cropland,3.273001272,1.669006781
Cropland,3.273001272,1.669006781
Cropland,3.133006358,1.669626759
Cropland,3.178497329,1.670632339
Cropland,3.178497329,1.670632339
Cropland,3.320492475,1.672176828
Cropland,3.877467333,1.674401813
Cropland,3.161368002,1.675846205
Cropland,3.007178585,1.675898003
Cropland,3.063833554,1.676236217
Cropland,3.199572355,1.678320537
Cropland,3.166331422,1.679549022
Cropland,3.204119983,1.684029655
Cropland,2.996365715,1.686487309
Cropland,3.263241435,1.686487309
Cropland,3.440646748,1.689826625
Cropland,3.472268752,1.690852114
Cropland,3.698970004,1.690934049
Cropland,2.970036777,1.691449882
Cropland,3.528273777,1.691572609
Cropland,3.367976785,1.691670766
Cropland,3.262055377,1.694597888
Cropland,3.199572355,1.698970004
Cropland,3.06694679,1.700991998
Cropland,3.309984838,1.701136066
Cropland,3.041392685,1.701855693
Cropland,2.985276743,1.706788879
Cropland,3.361727836,1.712509403
Cropland,3.166331422,1.713720294
Cropland,3.412180448,1.716003344
Cropland,3.514104821,1.717855348
Cropland,3.007178585,1.719469399
Cropland,3.194976603,1.719929457
Cropland,3.301029996,1.720159303
Cropland,3.887429741,1.720848113
Cropland,3.079181246,1.721054543
Cropland,3.105510185,1.723336151
Cropland,3.477121255,1.723592479
Cropland,3.22184875,1.72565624
Cropland,3.667452953,1.729704621
Cropland,3.003604124,1.737722593
Cropland,4.116718406,1.739044648
Cropland,4.044670395,1.743640399
Cropland,3.271066772,1.743823222
Cropland,3.337459261,1.745699227
Cropland,3.163856803,1.746893557
Cropland,3.226170123,1.750122527
Cropland,3.253257214,1.750122527
Cropland,3.079181246,1.762803559
Cropland,3.234685974,1.762803559
Cropland,3.22184875,1.765916794
Cropland,3.489020478,1.766536772
Cropland,3.494850022,1.768699751
Cropland,3.201852121,1.773908284
Cropland,3.047923552,1.774046842
Cropland,3.532542062,1.774516966
Cropland,3.484299839,1.775731776
Cropland,3.163856803,1.77815125
Cropland,3.316145147,1.77815125
Cropland,3.124938737,1.778754019
Cropland,3.367976785,1.782950133
Cropland,3.204119983,1.784141614
Cropland,3.263241435,1.784379518
Cropland,3.245101209,1.784617293
Cropland,4.108621393,1.785981973
Cropland,3.263241435,1.787932534
Cropland,3.247154615,1.788521887
Cropland,3.243368814,1.790050474
Cropland,3.500602351,1.790636962
Cropland,2.985276743,1.795880017
Cropland,3.323939275,1.795880017
Cropland,3.583576586,1.799340549
Cropland,3.067628717,1.801632346
Cropland,3.263241435,1.802773725
Cropland,3.356981401,1.806462626
Cropland,3.335792102,1.809222922
Cropland,3.255373025,1.812913357
Cropland,3.257278488,1.8143031
Cropland,3.56427143,1.815134817
Cropland,3.335792102,1.81970841
Cropland,3.498310554,1.821185883
Cropland,4.192428055,1.822222581
Cropland,3.356981401,1.824722281
Cropland,3.396489942,1.831976363
Cropland,3.589204671,1.834420704
Cropland,3.949390007,1.839896846
Cropland,3.438014652,1.840315242
Cropland,3.539912085,1.840733235
Cropland,3.344883279,1.844580715
Cropland,3.669006781,1.846646329
Cropland,3.253257214,1.848841981
Cropland,3.653212514,1.852784869
Cropland,3.138302698,1.858336646
Cropland,3.353788045,1.862330187
Cropland,3.21967183,1.863124507
Cropland,3.372298159,1.865301426
Cropland,3.356981401,1.866287339
Cropland,3.371067862,1.873611197
Cropland,3.352182518,1.876073437
Cropland,3.371067862,1.876844816
Cropland,3.352182518,1.878426041
Cropland,3.970036777,1.884134265
Cropland,3.176091259,1.884889725
Cropland,3.315270435,1.88911254
Cropland,3.158864857,1.890234666
Cropland,4.151012133,1.891374822
Cropland,3.573065095,1.914254984
Cropland,3.111150452,1.920818754
Cropland,3.609238576,1.929844496
Cropland,3.687231601,1.93521327
Cropland,3.681241237,1.975431809
Cropland,3.531478917,1.98490219
Cropland,4.115610512,1.992700761
Cropland,3.320492475,2.005328834
Cropland,4.50897837,2.011182633
Cropland,3.06827865,2.021189299
Cropland,3.146128036,2.021189299
Cropland,3.076731443,2.024622475
Cropland,3.768391413,2.033423755
Cropland,3.383650829,2.047923552
Cropland,2.91204483,2.06038302
Cropland,3.65079304,2.075850983
Cropland,3.748188027,2.084874046
Cropland,3.748188027,2.084874046
Cropland,3.72427587,2.102947968
Cropland,3.30820858,2.111262514
Cropland,4.428674626,2.120573931
Cropland,3.668230562,2.134070806
Cropland,3.84509804,2.135662602
Cropland,3.765916794,2.183981219
Cropland,3.937852093,2.205023822
Cropland,3.846646329,2.226814637
Cropland,3.866287339,2.256677665
Cropland,3.500602351,2.274927193
Cropland,3.613665673,2.305351369
Cropland,3.74947865,2.338622477
Cropland,3.297395711,2.390787963
Cropland,4.006109332,2.486666573
Cropland,4.278753601,2.520701826
Cropland,4.6189193,2.54344718
Cropland,4.575957189,2.670786837
Desert,1.385606274,-1
Desert,1.394451681,-1
Desert,1.522878745,-0.71745341
Desert,1.385606274,-0.698970004
Desert,1.522878745,-0.602059991
Desert,2.206015877,-0.522878745
Desert,1.619788758,-0.477121255
Desert,1.22184875,-0.425968732
Desert,1.552668216,-0.397940009
Desert,1.853698212,-0.301029996
Desert,2.029789471,-0.301029996
Desert,3.006466042,-0.301029996
Desert,1.22184875,-0.234083206
Desert,1.698970004,-0.234083206
Desert,1.383815366,-0.22184875
Desert,1.741939078,-0.22184875
Desert,1.756636108,-0.22184875
Desert,1.77815125,-0.22184875
Desert,1.352182518,-0.180456064
Desert,1.62838893,-0.167491087
Desert,1.717670503,-0.15490196
Desert,1.698970004,-0.150492841
Desert,1.698970004,-0.124938737
Desert,1.808114474,-0.124938737
Desert,1.853698212,-0.096910013
Desert,1.992111488,-0.096910013
Desert,1.853871964,-0.089223184
Desert,0.773054693,-0.065501549
Desert,1.698970004,-0.037788561
Desert,0.773054693,0
Desert,2.045714059,0
Desert,2.103803721,0.041392685
Desert,1.756961951,0.049771617
Desert,0.920818754,0.06694679
Desert,0.831869774,0.08278537
Desert,0.751279104,0.093421685
Desert,2.455103836,0.096910013
Desert,0.723455672,0.11058971
Desert,0.767897616,0.11058971
Desert,1.455931956,0.113943352
Desert,1.552668216,0.113943352
Desert,1.698970004,0.128029814
Desert,0.840733235,0.133538908
Desert,1.619788758,0.151267675
Desert,0.692846919,0.155336037
Desert,0.788168371,0.155336037
Desert,0.710963119,0.176091259
Desert,0.723455672,0.176091259
Desert,1.22184875,0.176091259
Desert,1.024074987,0.195899652
Desert,0.798650645,0.214843848
Desert,1.074084689,0.214843848
Desert,2.335792102,0.22184875
Desert,2.412180448,0.22184875
Desert,1.046885191,0.23299611
Desert,1.455931956,0.244807071
Desert,1.756961951,0.250071311
Desert,1.046885191,0.252853031
Desert,1.909556029,0.255272505
Desert,1.397940009,0.28254659
Desert,1.155032229,0.285557309
Desert,0.87909588,0.372912003
Desert,0.985276743,0.397940009
Desert,1.559308011,0.397940009
Desert,1.613665673,0.397940009
Desert,1.725639433,0.397940009
Desert,0.87909588,0.409933123
Desert,0.87909588,0.409933123
Desert,1.853871964,0.433655561
Desert,1.337459261,0.439332694
Desert,0.87909588,0.456366033
Desert,1.808114474,0.460253329
Desert,1.978636948,0.462397998
Desert,1.7981901,0.464886798
Desert,1.914695669,0.464886798
Desert,2.161368002,0.464886798
Desert,0.899273187,0.487138375
Desert,1.304059466,0.517195898
Desert,0.985276743,0.522878745
Desert,0.985276743,0.522878745
Desert,1.228314792,0.522878745
Desert,1.587336735,0.522878745
Desert,2.176091259,0.522878745
Desert,2.756128755,0.522878745
Desert,2.057991947,0.556302501
Desert,2.260309946,0.556302501
Desert,1.286306739,0.574031268
Desert,1.587336735,0.574031268
Desert,1.830374783,0.574031268
Desert,2.131404779,0.574031268
Desert,2.664331654,0.586587305
Desert,0.914343157,0.59439255
Desert,1.337459261,0.619788758
Desert,1.725639433,0.619788758
Desert,2.705436047,0.619788758
Desert,1.808114474,0.643452676
Desert,2.301029996,0.669006781
Desert,2.494252021,0.669316881
Desert,1.559308011,0.698970004
Desert,2.367976785,0.698970004
Desert,2.383216752,0.698970004
Desert,2.408522617,0.698970004
Desert,2.374436715,0.713490543
Desert,1.7981901,0.733732111
Desert,1.383216752,0.765916794
Desert,1.7981901,0.765916794
Desert,2.301029996,0.765916794
Desert,2.425968732,0.765916794
Desert,1.684246748,0.823908741
Desert,1.559308011,0.875061263
Desert,2.28254659,0.875061263
Desert,2.500602351,0.875061263
Desert,2.412180448,0.903089987
Desert,2.726319612,0.915399835
Desert,2.2155998,0.919824945
Desert,1.587336735,0.920818754
Desert,1.88836673,0.920818754
Desert,1.967815317,0.94799356
Desert,2.243038049,0.962211439
Desert,2.263241435,0.981516594
Desert,1.638489257,1
Desert,1.587336735,1.034762106
Desert,2.839896846,1.06694679
Desert,2.268845312,1.072669962
Desert,1.286306739,1.124938737
Desert,1.684246748,1.124938737
Desert,3.028028724,1.143535225
Desert,1.587336735,1.151267675
Desert,1.684246748,1.151267675
Desert,2.243038049,1.151267675
Desert,2.425968732,1.163856803
Desert,1.161368002,1.176091259
Desert,1.529344788,1.176091259
Desert,1.529344788,1.176091259
Desert,1.7981901,1.176091259
Desert,2.500602351,1.176091259
Desert,2.954242509,1.222716471
Desert,2.561459171,1.245512668
Desert,2.422097163,1.255272505
Desert,2.583576586,1.28254659
Desert,2.617304451,1.298853076
Desert,2.464886798,1.301029996
Desert,1.763427994,1.318758763
Desert,2.57818061,1.324282455
Desert,1.684246748,1.335792102
Desert,2.029951642,1.344392274
Desert,1.638489257,1.412180448
Desert,3.5261238,1.45484486
Desert,2.602059991,1.477121255
Desert,3.021189299,1.51851394
Desert,3.12765542,1.544068044
Desert,3.307496038,1.544068044
Desert,3.133006358,1.568201724
Desert,3.874246922,1.661149857
Desert,3.600246651,1.680486599
Desert,2.850235636,1.698970004
Desert,2.795880017,1.740362689
Desert,3.202760687,1.877371346
Desert,3.314246535,1.929418926
Desert,3.966141733,2.581266805
Desert,3.746890964,2.598516935
Desert,3.282554143,2.619009804
Desert,3.996367175,2.641771471
Desert,3.925141848,2.662474504
Desert,4.094246761,2.781159157
Glacier,3.073107098,0.661181443
Glacier,3.124938737,0.698970004
Glacier,3.243038049,1.224014811
Glacier,3.925140128,1.265211028
Glacier,3.178497329,1.335792102
Glacier,3.763427994,1.439332694
Glacier,4.261262869,1.78055732
Glacier,4.082186756,1.933655979
Grassland,1.305212639,-1.491361694
Grassland,1.091469026,-1
Grassland,1.422981463,-0.792391689
Grassland,1.310828976,-0.698970004
Grassland,0.94320721,-0.671817758
Grassland,1.082514184,-0.666300888
Grassland,1.178839967,-0.65389163
Grassland,1.557856329,-0.652512603
Grassland,0.573096295,-0.646263654
Grassland,1.204730062,-0.635918259
Grassland,1.205410606,-0.596664959
Grassland,1.111782679,-0.537119184
Grassland,1.293730757,-0.532022125
Grassland,1.347487397,-0.491361694
Grassland,1.358401144,-0.475766201
Grassland,1.15490196,-0.463080997
Grassland,1.330993219,-0.41615375
Grassland,1.307288952,-0.412180448
Grassland,1.377870026,-0.412180448
Grassland,1.490909539,-0.412180448
Grassland,1.376244941,-0.37804518
Grassland,1.180736164,-0.377418342
Grassland,1.418728852,-0.377418342
Grassland,1.330151835,-0.315270435
Grassland,1.480841145,-0.315270435
Grassland,1.15490196,-0.307278945
Grassland,1.523578656,-0.287241711
Grassland,1.205867649,-0.260912772
Grassland,1.15490196,-0.254033433
Grassland,1.15490196,-0.243038049
Grassland,1.560562222,-0.236089189
Grassland,1.626240998,-0.236089189
Grassland,0.971036304,-0.190331698
Grassland,1.947338839,-0.190331698
Grassland,0.89424458,-0.169142399
Grassland,1.197947165,-0.169142399
Grassland,1.15490196,-0.150492841
Grassland,1.552841969,-0.141806662
Grassland,1.88414653,-0.130401632
Grassland,1.021561441,-0.129633858
Grassland,1.301029996,-0.096910013
Grassland,1.422452159,-0.096910013
Grassland,1.571325374,-0.06694679
Grassland,1.610833916,-0.06694679
Grassland,1.301029996,-0.045757491
Grassland,1.587604075,-0.032184683
Grassland,1.444145572,-0.014240439
Grassland,1,0
Grassland,1.176091259,0
Grassland,1.411619706,0
Grassland,1.657577319,0
Grassland,1.330993219,0.029963223
Grassland,1.708667573,0.040117223
Grassland,0.888849548,0.052706351
Grassland,1.532302224,0.07684003
Grassland,1.477121255,0.079181246
Grassland,1.500307314,0.081509908
Grassland,1.962211439,0.096910013
Grassland,1.509202522,0.113943352
Grassland,1.602059991,0.146128036
Grassland,1.477121255,0.176091259
Grassland,2.2155998,0.176091259
Grassland,1.472426134,0.195274575
Grassland,1.359021943,0.196294645
Grassland,1.895264649,0.202760687
Grassland,1.710449822,0.2155998
Grassland,2.66544697,0.248323645
Grassland,1.586265724,0.251811973
Grassland,1.509202522,0.255272505
Grassland,1.77815125,0.255272505
Grassland,1.60974682,0.268845312
Grassland,1.78008575,0.285235728
Grassland,1.400732909,0.29892347
Grassland,1.28780173,0.322219295
Grassland,1.464806737,0.328182242
Grassland,1.658895361,0.330993219
Grassland,1.739928612,0.330993219
Grassland,2.28254659,0.335625033
Grassland,1.11058971,0.342422681
Grassland,1.550228353,0.342422681
Grassland,1.622214023,0.342422681
Grassland,1.682475826,0.345233658
Grassland,1.735772652,0.359021943
Grassland,2.109144469,0.359021943
Grassland,1.77815125,0.361727836
Grassland,1.293968141,0.367776603
Grassland,1.759602047,0.372385904
Grassland,1.770325913,0.372385904
Grassland,1.462397998,0.380211242
Grassland,2.367976785,0.385010125
Grassland,1.741898205,0.385350881
Grassland,1.206825876,0.397940009
Grassland,1.462397998,0.397940009
Grassland,1.622214023,0.397940009
Grassland,1.707743929,0.397940009
Grassland,1.764471553,0.397940009
Grassland,2.109144469,0.40164667
Grassland,1.411619706,0.414973348
Grassland,1.509202522,0.414973348
Grassland,1.284612637,0.422452159
Grassland,1.734685557,0.433655561
Grassland,1.632023215,0.450249108
Grassland,1.472426134,0.451142412
Grassland,1.685079944,0.455931956
Grassland,1.765735876,0.455931956
Grassland,1.726293132,0.466655821
Grassland,1.728933228,0.477121255
Grassland,2.029383778,0.477121255
Grassland,2.176091259,0.477121255
Grassland,1.28780173,0.491361694
Grassland,1.509202522,0.491361694
Grassland,2.029963223,0.497324641
Grassland,2.079181246,0.505149978
Grassland,1.782808608,0.507084478
Grassland,1.899629455,0.507084478
Grassland,2.084320886,0.507084478
Grassland,1.878140539,0.516629796
Grassland,1.28780173,0.51851394
Grassland,2.199572355,0.522878745
Grassland,1.791939535,0.533944171
Grassland,1.76426119,0.535113202
Grassland,2.506279483,0.539912085
Grassland,1.462397998,0.544068044
Grassland,1.550228353,0.556302501
Grassland,2.520701826,0.56427143
Grassland,2.477121255,0.573065095
Grassland,1.397940009,0.579783597
Grassland,1.411619706,0.579783597
Grassland,1.684845362,0.579783597
Grassland,2.038491019,0.586265724
Grassland,2.51741585,0.587336735
Grassland,1.28780173,0.591064607
Grassland,2.113943352,0.591064607
Grassland,2.146128036,0.591064607
Grassland,2.352182518,0.592916612
Grassland,1.411619706,0.602059991
Grassland,2.029963223,0.60974682
Grassland,1.509202522,0.612783857
Grassland,2.331022171,0.612783857
Grassland,2.089400411,0.614294448
Grassland,1.509202522,0.633468456
Grassland,2.041392685,0.633468456
Grassland,2.230448921,0.633468456
Grassland,2.322219295,0.633468456
Grassland,2.55278985,0.633468456
Grassland,2.834632606,0.647545963
Grassland,1.509202522,0.653212514
Grassland,2.113943352,0.653212514
Grassland,2.061237002,0.668785146
Grassland,1.411619706,0.672097858
Grassland,2.146128036,0.69019608
Grassland,2.113943352,0.698970004
Grassland,2.367976785,0.706148589
Grassland,1.462397998,0.707570176
Grassland,1.509202522,0.72427587
Grassland,2.079439678,0.730666941
Grassland,2.079181246,0.73239376
Grassland,1.940231795,0.734685557
Grassland,2.342422681,0.748188027
Grassland,2.633468456,0.748188027
Grassland,2.113943352,0.763427994
Grassland,2.301029996,0.763427994
Grassland,2.146128036,0.770852012
