Biome,Log-OC,Log-SMC
Cropland,2.970036777,0.829303773
Cropland,2.06069784,0.831138177
Cropland,3.21967183,0.834632606
Cropland,2.550228353,0.836143197
Cropland,2.132876675,0.840643699
Cropland,3.119475841,0.842261943
Cropland,2.860338007,0.84509804
Cropland,3.086359831,0.84509804
Cropland,2.733732111,0.85023768
Cropland,2.85023768,0.85023768
Cropland,3.086359831,0.85023768
Cropland,3.099795701,0.85023768
Cropland,2.536919003,0.850383636
Cropland,2.84509804,0.855317205
Cropland,2.706148589,0.857834861
Cropland,2.45156715,0.858193338
Cropland,2.925140128,0.858336646
Cropland,2.792391689,0.858537198
Cropland,2.464886798,0.860338007
Cropland,3.017728767,0.860338007
Cropland,3.096910013,0.860338007
Cropland,3.051152522,0.865301426
Cropland,3.208620484,0.865301426
Cropland,2.726998728,0.86923172
Cropland,2.62838893,0.872156273
Cropland,2.879860146,0.872156273
Cropland,2.977723605,0.872156273
Cropland,2.424881637,0.875061263
Cropland,2.62838893,0.876025291
Cropland,2.812913357,0.879860146
Cropland,2.706148589,0.882714228
Cropland,2.09835046,0.883255742
Cropland,2.875061263,0.884606581
Cropland,2.907590488,0.884606581
Cropland,3.407957129,0.885078384
Cropland,3.116718406,0.886537724
Cropland,3.094005022,0.889301703
Cropland,3.301029996,0.889301703
Cropland,2.970036777,0.89116563
Cropland,2.477121255,0.892094603
Cropland,3.03809005,0.893946608
Cropland,3.180890142,0.893946608
Cropland,3.33243846,0.89670989
Cropland,2.839896846,0.898542359
Cropland,3.335792102,0.898542359
Cropland,2.753327667,0.899455702
Cropland,2.463892989,0.903089987
Cropland,2.839896846,0.903089987
Cropland,2.839896846,0.903089987
Cropland,2.954242509,0.904895788
Cropland,2.893946608,0.907590488
Cropland,3.017728767,0.908037984
Cropland,2.765916794,0.911601446
Cropland,3.180890142,0.91204483
Cropland,2.522878745,0.916453949
Cropland,2.907590488,0.916453949
Cropland,2.925140128,0.916453949
Cropland,2.996365715,0.916453949
Cropland,3.086359831,0.916453949
Cropland,2.62838893,0.919513912
Cropland,2.801632346,0.920818754
Cropland,3.003604124,0.920818754
Cropland,2.636822098,0.922119687
Cropland,2.544953456,0.923909831
Cropland,2.424881637,0.924279286
Cropland,2.855317205,0.925140128
Cropland,2.954242509,0.925140128
Cropland,3.105510185,0.925140128
Cropland,2.698970004,0.925999266
Cropland,3.232572615,0.927284796
Cropland,2.669006781,0.927712462
Cropland,2.346632353,0.929418926
Cropland,2.51568465,0.929418926
Cropland,2.791891062,0.929418926
Cropland,3.086359831,0.929418926
Cropland,2.818445845,0.929844496
Cropland,2.893946608,0.93026965
Cropland,2.187086643,0.93305321
Cropland,2.877467333,0.933655979
Cropland,2.889301703,0.933655979
Cropland,2.929418926,0.933655979
Cropland,3.031408464,0.933655979
Cropland,3.044670395,0.933655979
Cropland,2.463892989,0.934498451
Cropland,2.958245252,0.936178509
Cropland,2.812913357,0.939171956
Cropland,2.653212514,0.941594242
Cropland,2.942008053,0.942008053
Cropland,3.041721572,0.942008053
Cropland,3.046625212,0.942008053
Cropland,2.937852093,0.944893741
Cropland,2.933655979,0.945714714
Cropland,2.713210443,0.950202532
Cropland,3.263241435,0.950202532
Cropland,3.265211028,0.950202532
Cropland,2.439332694,0.954242509
Cropland,3.063833554,0.954242509
Cropland,3.111150452,0.954242509
Cropland,2.772077103,0.956248492
Cropland,2.973897197,0.957447649
Cropland,2.855317205,0.958245252
Cropland,2.875061263,0.962211439
Cropland,2.962211439,0.962211439
Cropland,2.985276743,0.962211439
Cropland,2.902637361,0.962960937
Cropland,2.706148589,0.963394266
Cropland,2.645094624,0.963787827
Cropland,3.061326797,0.966141733
Cropland,3.070037867,0.966141733
Cropland,3.086359831,0.966141733
Cropland,3.073107098,0.970036777
Cropland,3.111150452,0.970036777
Cropland,3.143535225,0.970036777
Cropland,2.893946608,0.973897197
Cropland,3.086359831,0.973897197
Cropland,2.765916794,0.974665181
Cropland,3.571126277,0.977342478
Cropland,2.740362689,0.980382172
Cropland,2.987144679,0.981138783
Cropland,2.903089987,0.981516594
Cropland,3.027689298,0.981516594
Cropland,3.070037867,0.981516594
Cropland,2.807309479,0.982648061
Cropland,2.753327667,0.984527313
Cropland,2.942008053,0.98490219
Cropland,3,0.985276743
Cropland,2.081758669,0.986771734
Cropland,2.499687083,0.986771734
Cropland,2.507084478,0.987410873
Cropland,2.841091194,0.987410873
Cropland,2.818445845,0.987517304
Cropland,2.574857708,0.988049072
Cropland,3.102662342,0.988633265
Cropland,3.102662342,0.989004616
Cropland,2.755874856,0.991226076
Cropland,2.720159303,0.992332559
Cropland,2.977723605,0.992700761
Cropland,3.034762106,0.992700761
Cropland,2.925140128,0.996365715
Cropland,2.933655979,0.996730515
Cropland,2.511883361,1
Cropland,2.864462034,1
Cropland,2.970036777,1
Cropland,3.180890142,1
Cropland,3.16879202,1.001300933
Cropland,3.213074825,1.001805801
Cropland,2.937852093,1.002526024
Cropland,3.400825697,1.002885688
Cropland,2.954242509,1.003604124
Cropland,3.158506084,1.003604124
Cropland,3.210853365,1.003604124
Cropland,2.970036777,1.004321374
Cropland,2.574031268,1.006109332
Cropland,2.500602351,1.007178585
Cropland,3.028028724,1.007178585
Cropland,3.251303729,1.007178585
Cropland,3.269123617,1.007534418
Cropland,2.929418926,1.008954843
Cropland,3.105510185,1.009309224
Cropland,2.759667845,1.010723865
Cropland,2.829303773,1.010723865
Cropland,3.133006358,1.010723865
Cropland,3.122215878,1.011076807
Cropland,3.410777233,1.012837225
Cropland,2.67669361,1.014240439
Cropland,3.345700391,1.014240439
Cropland,2.765916794,1.014590535
Cropland,2.772077103,1.015639134
Cropland,2.790050474,1.017728767
Cropland,2.691670766,1.01911629
Cropland,2.544068044,1.021189299
Cropland,2.553883027,1.021189299
Cropland,2.823908741,1.021189299
Cropland,2.85023768,1.021189299
Cropland,3.301029996,1.021189299
Cropland,3.263241435,1.023595369
Cropland,3.007178585,1.024622475
Cropland,2.489020478,1.028028724
Cropland,2.929418926,1.028028724
Cropland,2.903089987,1.030397301
Cropland,3.028028724,1.031408464
Cropland,3.03809005,1.03275303
Cropland,2.544068044,1.034093446
Cropland,2.733732111,1.034762106
Cropland,2.753327667,1.034762106
Cropland,2.77815125,1.034762106
Cropland,2.925140128,1.034762106
Cropland,2.996365715,1.034762106
Cropland,3.148705459,1.034762106
Cropland,2.77815125,1.037426498
Cropland,3.19299201,1.03809005
Cropland,2.720159303,1.038752589
Cropland,2.661181443,1.040404529
Cropland,2.966141733,1.040734164
Cropland,3.171238756,1.041392685
Cropland,3.352182518,1.041392685
Cropland,2.772077103,1.043034632
Cropland,2.925140128,1.044670395
Cropland,3.530413163,1.044670395
Cropland,2.759667845,1.044996809
Cropland,2.937852093,1.047923552
Cropland,2.790050474,1.049218023
Cropland,3.228314792,1.050025112
Cropland,2.740362689,1.051152522
Cropland,3.017728767,1.051152522
Cropland,2.834632606,1.051474103
Cropland,3.092545208,1.053366596
Cropland,2.691670766,1.053718524
Cropland,2.960629308,1.054038211
Cropland,2.907590488,1.054357662
Cropland,3,1.054357662
Cropland,3.420505837,1.054357662
Cropland,2.720159303,1.056904851
Cropland,3,1.057539321
Cropland,2.937852093,1.06069784
Cropland,3.088136089,1.06069784
Cropland,3.157607853,1.06069784
Cropland,3.113943352,1.061609531
Cropland,2.925140128,1.063833554
Cropland,2.58546073,1.063922814
Cropland,3.161368002,1.064457989
Cropland,3.352182518,1.066636468
Cropland,2.77815125,1.06694679
Cropland,2.790050474,1.06694679
Cropland,2.879860146,1.06694679
Cropland,3.041392685,1.06694679
Cropland,3.076154791,1.06694679
Cropland,3.113943352,1.06694679
Cropland,3.232572615,1.067876425
Cropland,2.879860146,1.070037867
Cropland,3.28254659,1.070037867
Cropland,3.213074825,1.070930179
Cropland,2.759667845,1.071575194
Cropland,3.096910013,1.073107098
Cropland,3.194976603,1.073107098
Cropland,2.6734159,1.073980052
Cropland,2.698970004,1.074328743
Cropland,3.171238756,1.074633618
Cropland,3.06694679,1.076154791
Cropland,2.653212514,1.077670655
Cropland,2.621522471,1.079181246
Cropland,3.086359831,1.079181246
Cropland,3.172456974,1.079181246
Cropland,3.193820026,1.080446095
Cropland,2.425968732,1.082186756
Cropland,2.500602351,1.082186756
Cropland,2.592916612,1.082186756
Cropland,2.898542359,1.082186756
Cropland,2.958245252,1.082186756
Cropland,3.065392962,1.082186756
Cropland,2.884606581,1.082486166
Cropland,2.795880017,1.08338316
Cropland,2.855317205,1.084576278
Cropland,2.720159303,1.084874046
Cropland,2.834632606,1.08517161
Cropland,2.902637361,1.08517161
Cropland,2.929418926,1.086359831
Cropland,2.574031268,1.088136089
Cropland,2.661181443,1.088136089
Cropland,2.933655979,1.088136089
Cropland,2.958245252,1.088136089
Cropland,2.992700761,1.088136089
Cropland,2.937852093,1.090101225
Cropland,2.838849091,1.090786928
Cropland,3.03809005,1.091080469
Cropland,3.091080469,1.091080469
Cropland,3.187990482,1.091080469
Cropland,4.183269844,1.091080469
Cropland,2.790050474,1.092252655
Cropland,2.855317205,1.093129722
Cropland,2.544068044,1.093421685
Cropland,2.759667845,1.094005022
Cropland,2.925140128,1.094005022
Cropland,2.759667845,1.094121596
Cropland,2.759667845,1.094296397
Cropland,2.693140461,1.095169351
Cropland,2.898542359,1.096330567
Cropland,2.500602351,1.096910013
Cropland,2.544068044,1.096910013
Cropland,2.823908741,1.096910013
Cropland,2.834632606,1.096910013
Cropland,2.844123459,1.096910013
Cropland,2.962211439,1.096910013
Cropland,3.070037867,1.096910013
Cropland,3.079181246,1.096910013
Cropland,3.133006358,1.096910013
Cropland,3.269123617,1.096910013
Cropland,2.981516594,1.09878789
Cropland,2.970036777,1.098835934
Cropland,2.986024882,1.099795701
Cropland,2.977723605,1.102090526
Cropland,2.583576586,1.102662342
Cropland,3.024622475,1.102662342
Cropland,3.301029996,1.102662342
Cropland,2.790050474,1.102947968
Cropland,2.834632606,1.102947968
Cropland,3.405118593,1.104088598
Cropland,3.347330015,1.105510185
Cropland,2.661181443,1.108339475
Cropland,3.158111092,1.108339475
Cropland,3.410777233,1.109747238
Cropland,3,1.111150452
Cropland,3.034762106,1.111150452
Cropland,3.204119983,1.111150452
Cropland,3.414973348,1.113943352
Cropland,2.790050474,1.114221657
Cropland,3.03809005,1.114471979
Cropland,2.884606581,1.115055503
Cropland,2.916453949,1.116718406
Cropland,2.807309479,1.119475841
Cropland,3.003604124,1.119475841
Cropland,2.706148589,1.122488934
Cropland,2.84509804,1.124395529
Cropland,2.733732111,1.124938737
Cropland,2.801632346,1.124938737
Cropland,3.124938737,1.12764463
Cropland,2.611014834,1.129528774
Cropland,3.217483944,1.130601769
Cropland,3.06069784,1.133006358
Cropland,3.086359831,1.133006358
Cropland,3.318758763,1.133006358
Cropland,3.047923552,1.135662602
Cropland,2.981516594,1.136720567
Cropland,2.592916612,1.138302698
Cropland,2.977723605,1.138302698
Cropland,3.138302698,1.138302698
Cropland,3.105510185,1.138749923
Cropland,2.713210443,1.14066514
Cropland,3.047923552,1.140926842
Cropland,3.194976603,1.142754354
Cropland,2.966141733,1.143535225
Cropland,2.666673949,1.144314695
Cropland,2.790050474,1.145092768
Cropland,3.163856803,1.145170499
Cropland,2.937852093,1.148705459
Cropland,3.204222786,1.148705459
Cropland,2.958245252,1.151267675
Cropland,2.966141733,1.151267675
Cropland,3.041392685,1.151267675
Cropland,3.176091259,1.151267675
Cropland,3.197025166,1.151267675
Cropland,2.994903443,1.15177831
Cropland,2.807309479,1.152288344
Cropland,2.907142531,1.153814864
Cropland,2.970036777,1.153814864
Cropland,2.977723605,1.153814864
Cropland,3.021189299,1.153814864
Cropland,3.153814864,1.153814864
Cropland,2.989004616,1.154829572
Cropland,2.733732111,1.156347201
Cropland,2.801632346,1.156347201
Cropland,2.958245252,1.156347201
Cropland,3,1.156347201
Cropland,3.047923552,1.156347201
Cropland,3.051152522,1.156347201
Cropland,3.230448921,1.157356015
Cropland,3.204119983,1.158362492
Cropland,3.003604124,1.158864857
Cropland,3.243038049,1.158864857
Cropland,2.562292864,1.159223334
Cropland,2.937852093,1.161368002
Cropland,2.966141733,1.161368002
Cropland,2.966141733,1.161368002
Cropland,2.726998728,1.162862993
Cropland,2.985276743,1.163856803
Cropland,3.135662602,1.163856803
Cropland,1.853871964,1.16615513
Cropland,3.389166084,1.166331422
Cropland,3.253257214,1.167071066
Cropland,3.105510185,1.16879202
Cropland,3.16879202,1.16879202
Cropland,2.920818754,1.171238756
Cropland,2.962211439,1.171238756
Cropland,3.034762106,1.171238756
Cropland,3.2955671,1.171238756
Cropland,3.352182518,1.171238756
Cropland,2.759667845,1.172456974
Cropland,2.619788758,1.176091259
Cropland,2.905079885,1.176091259
Cropland,2.966141733,1.176091259
Cropland,3.007178585,1.176091259
Cropland,3.091080469,1.176091259
Cropland,3.096910013,1.176814481
Cropland,2.611014834,1.177055287
Cropland,2.950202532,1.178497329
Cropland,3.007178585,1.178497329
Cropland,3.007178585,1.178497329
Cropland,3.088136089,1.178497329
Cropland,3.16879202,1.180173681
Cropland,2.801632346,1.180890142
Cropland,2.860338007,1.180890142
Cropland,3.003604124,1.180890142
Cropland,3.007178585,1.180890142
Cropland,3.034762106,1.180890142
Cropland,3.113943352,1.180890142
Cropland,3.003604124,1.183269844
Cropland,3.007178585,1.183269844
Cropland,3.193820026,1.185069736
Cropland,3.06069784,1.185636577
Cropland,2.577874607,1.185636577
Cropland,3,1.185636577
Cropland,3.017728767,1.185636577
Cropland,3.124938737,1.185636577
Cropland,3.153814864,1.185636577
Cropland,3.58546073,1.187520721
Cropland,2.989004616,1.187661703
Cropland,2.640978057,1.187990482
Cropland,2.910268572,1.187990482
Cropland,3.010723865,1.187990482
Cropland,3.088136089,1.187990482
Cropland,3.198657087,1.187990482
Cropland,2.875061263,1.190331698
Cropland,2.954242509,1.190331698
Cropland,3.007178585,1.190331698
Cropland,3.412180448,1.190331698
Cropland,2.602059991,1.19266036
Cropland,2.860338007,1.19266036
Cropland,2.879860146,1.193820026
Cropland,2.92556991,1.194976603
Cropland,2.62838893,1.195899652
Cropland,2.823908741,1.196820744
Cropland,3.003604124,1.197280558
Cropland,3.044343735,1.197280558
Cropland,3.102662342,1.197280558
Cropland,3.402261382,1.197280558
Cropland,2.875061263,1.198886085
Cropland,2.619788758,1.199572355
Cropland,2.937852093,1.199572355
Cropland,2.989004616,1.199572355
Cropland,2.55428721,1.199800871
Cropland,2.592916612,1.200257542
Cropland,3.158864857,1.200257542
Cropland,3.171238756,1.200599731
Cropland,3.034762106,1.201852121
Cropland,2.604765885,1.204119983
Cropland,2.962211439,1.204119983
Cropland,3.034762106,1.204119983
Cropland,3.079181246,1.204119983
Cropland,3.108339475,1.205700469
Cropland,3.232572615,1.205700469
Cropland,2.55428721,1.206150982
Cropland,3.335792102,1.206376063
Cropland,3.430021276,1.206376063
Cropland,3.171238756,1.206601028
Cropland,3.047923552,1.208620484
Cropland,3.439332694,1.208620484
Cropland,2.886490725,1.20906798
Cropland,2.795880017,1.209515015
Cropland,2.893946608,1.209916953
Cropland,2.62838893,1.210853365
Cropland,3.104373288,1.210853365
Cropland,3.131404779,1.210853365
Cropland,3.156094631,1.210853365
Cropland,3.273001272,1.210853365
Cropland,3.166331422,1.21285319
Cropland,2.946124619,1.213074825
Cropland,3.010723865,1.213074825
Cropland,2.772077103,1.214181309
Cropland,2.898542359,1.214512705
Cropland,2.860338007,1.21528498
Cropland,2.962211439,1.21528498
Cropland,3,1.21528498
Cropland,2.726727209,1.217483944
Cropland,3.096910013,1.217483944
Cropland,3.217483944,1.217483944
Cropland,3.171238756,1.218141468
Cropland,3.477121255,1.21967183
Cropland,3.204119983,1.219890014
Cropland,2.903089987,1.221631548
Cropland,2.985276743,1.22184875
Cropland,3.124938737,1.22184875
Cropland,2.903089987,1.225309282
Cropland,3.158864857,1.225890537
Cropland,2.823908741,1.226170123
Cropland,3.323939275,1.227029262
Cropland,3.007178585,1.228314792
Cropland,3.190331698,1.228314792
Cropland,2.875061263,1.228528677
Cropland,3.140926842,1.228528677
Cropland,3.274927193,1.229169703
Cropland,3.003604124,1.230448921
Cropland,3.021189299,1.230448921
Cropland,3.130333768,1.230448921
Cropland,3.003604124,1.232572615
Cropland,3.010723865,1.233841864
Cropland,3.236789099,1.234053046
Cropland,3.30463412,1.234053046
Cropland,2.698970004,1.234083206
Cropland,2.85023768,1.234475101
Cropland,3.063833554,1.234685974
Cropland,2.834632606,1.23573881
Cropland,3.293730757,1.235949071
Cropland,2.645094624,1.236789099
Cropland,3.094005022,1.236789099
Cropland,2.636822098,1.238882089
Cropland,2.661181443,1.238882089
Cropland,2.962211439,1.238882089
Cropland,2.893946608,1.239924813
Cropland,3.238882089,1.240757194
Cropland,3.105510185,1.24096504
Cropland,3.217483944,1.241795431
Cropland,3.288174675,1.242417184
Cropland,2.795880017,1.243038049
Cropland,2.818445845,1.243038049
Cropland,2.920818754,1.243038049
Cropland,3.06694679,1.243038049
Cropland,2.77815125,1.244277121
Cropland,2.77815125,1.245101209
Cropland,3.22184875,1.245512668
Cropland,3.278753601,1.246129126
Cropland,2.636822098,1.247154615
Cropland,2.929418926,1.247154615
Cropland,2.684246748,1.249198357
Cropland,3.232572615,1.249198357
Cropland,3.034762106,1.250623276
Cropland,3,1.251232527
Cropland,3.108339475,1.251232527
Cropland,3.133006358,1.251232527
Cropland,3.158864857,1.252286542
Cropland,2.425968732,1.253257214
Cropland,2.669006781,1.253257214
Cropland,3.224014811,1.253661021
Cropland,2.966141733,1.255071396
Cropland,3,1.255272505
Cropland,3.027689298,1.255272505
Cropland,2.933655979,1.255875273
Cropland,2.67669361,1.257278488
Cropland,2.807309479,1.257278488
Cropland,2.920818754,1.259075984
Cropland,3.611014834,1.259275248
Cropland,2.954242509,1.259593879
Cropland,3,1.261262869
Cropland,3.146128036,1.261262869
Cropland,3.416363091,1.261461132
Cropland,2.698970004,1.263241435
Cropland,2.920818754,1.263241435
Cropland,3.077670655,1.263241435
Cropland,3.30463412,1.264030344
Cropland,3.014240439,1.264424262
Cropland,2.62324929,1.265211028
Cropland,2.91204483,1.265211028
Cropland,2.981516594,1.265211028
Cropland,2.933655979,1.265865579
Cropland,2.946124619,1.266976056
Cropland,3,1.267171728
Cropland,3.069112851,1.267171728
Cropland,3.099795701,1.267171728
Cropland,2.706148589,1.269123617
Cropland,3.106360909,1.269123617
Cropland,2.973897197,1.269318324
Cropland,3.124938737,1.271066772
Cropland,3,1.271066772
Cropland,3.096910013,1.271066772
Cropland,3.096910013,1.271066772
Cropland,2.865301426,1.272228506
Cropland,2.987517304,1.272808209
Cropland,3.077973194,1.273001272
Cropland,3.114221657,1.273001272
Cropland,3.151267675,1.273001272
Cropland,2.684246748,1.274927193
Cropland,3.143535225,1.274927193
Cropland,3.329058719,1.276270274
Cropland,3.102662342,1.276844611
Cropland,3.133006358,1.276844611
Cropland,2.981516594,1.278753601
Cropland,3.057539321,1.278753601
Cropland,3.224014811,1.278753601
Cropland,2.818445845,1.280654236
Cropland,2.600246651,1.284430734
Cropland,2.823908741,1.284430734
Cropland,2.726998728,1.286119503
Cropland,3.21528498,1.286306739
Cropland,3.034762106,1.288174675
Cropland,3.715306801,1.288919606
Cropland,3.091080469,1.290034611
Cropland,3.176091259,1.290034611
Cropland,3.669006781,1.290034611
Cropland,2.812913357,1.291886616
Cropland,3.145758581,1.291886616
Cropland,3.251232527,1.292625212
Cropland,2.661181443,1.293362555
Cropland,3.199572355,1.293730757
Cropland,3.301029996,1.293730757
Cropland,2.790050474,1.294649899
Cropland,3.124938737,1.2955671
Cropland,3.253257214,1.295933439
Cropland,3.158864857,1.29748694
Cropland,2.533602611,1.299216655
Cropland,3.318758763,1.299216655
Cropland,2.942008053,1.300849002
Cropland,2.765916794,1.301029996
Cropland,2.801632346,1.302475237
Cropland,2.958245252,1.302637526
Cropland,3.464886798,1.302835797
Cropland,2.726998728,1.303735889
Cropland,3.263241435,1.30463412
Cropland,3.306425028,1.30463412
Cropland,2.807309479,1.306425028
Cropland,3.08517161,1.306425028
Cropland,2.875061263,1.306603713
Cropland,3.007178585,1.308030554
Cropland,3.021189299,1.308030554
Cropland,2.920818754,1.309984838
Cropland,2.933655979,1.309984838
Cropland,3.003604124,1.309984838
Cropland,3.096910013,1.309984838
Cropland,3.34150189,1.309984838
Cropland,3.08784055,1.310480891
Cropland,2.992700761,1.310764096
Cropland,2.834632606,1.311753861
Cropland,2.962211439,1.311753861
Cropland,3.091080469,1.311753861
Cropland,3.091080469,1.313515707
Cropland,3.096910013,1.313515707
Cropland,2.765916794,1.315095281
Cropland,3.574031268,1.315270435
Cropland,3.206376063,1.315445518
Cropland,3.003604124,1.316145147
Cropland,2.801632346,1.317018101
Cropland,3.096910013,1.317018101
Cropland,2.903089987,1.318063335
Cropland,3.19266036,1.318063335
Cropland,2.962211439,1.318237296
Cropland,2.865301426,1.318411188
Cropland,3.273001272,1.31858501
Cropland,2.740362689,1.318758763
Cropland,2.948168362,1.318758763
Cropland,3.024622475,1.318758763
Cropland,3.082186756,1.318758763
Cropland,3.010723865,1.320319415
Cropland,2.946124619,1.320492475
Cropland,2.85023768,1.322219295
Cropland,2.920818754,1.322219295
Cropland,2.962211439,1.323767583
Cropland,3.03809005,1.323939275
Cropland,2.954242509,1.324453944
Cropland,2.753327667,1.325481455
Cropland,3.034762106,1.325652471
Cropland,2.962211439,1.326677153
Cropland,3.034762106,1.327358934
Cropland,3.096910013,1.327358934
Cropland,3.327358934,1.327358934
Cropland,3.267171728,1.327699424
Cropland,3.286306739,1.327699424
Cropland,2.65079304,1.329058719
Cropland,2.790050474,1.330075406
Cropland,2.91204483,1.330582858
Cropland,3.12764463,1.33294316
Cropland,3.010723865,1.333214679
Cropland,2.962211439,1.333950804
Cropland,3.151267675,1.334118518
Cropland,3.199572355,1.334118518
Cropland,2.962211439,1.335792102
Cropland,3.007178585,1.337459261
Cropland,2.84509804,1.337791927
Cropland,2.962211439,1.339120045
Cropland,3.320492475,1.339451441
Cropland,2.77815125,1.340774502
Cropland,3.477121255,1.340774502
Cropland,3.017728767,1.342422681
Cropland,3.024622475,1.342422681
Cropland,3.171238756,1.34247203
Cropland,3.051152522,1.343761032
Cropland,2.611014834,1.343900712
Cropland,2.942008053,1.344064628
Cropland,2.981516594,1.344064628
Cropland,3.034762106,1.344556004
Cropland,3.03809005,1.344556004
Cropland,2.958245252,1.345537091
Cropland,3,1.345700391
Cropland,3.03809005,1.345700391
Cropland,3,1.347330015
Cropland,3.214623114,1.348953548
Cropland,3.044670395,1.350571034
Cropland,3.133538908,1.350571034
Cropland,3.133006358,1.351055107
Cropland,3.08517161,1.351216345
Cropland,3.185636577,1.351351043
Cropland,2.522878745,1.352182518
Cropland,3.08517161,1.352182518
Cropland,3.096910013,1.352182518
Cropland,2.834632606,1.353788045
Cropland,2.907590488,1.353788045
Cropland,3.148705459,1.353788045
Cropland,3.06694679,1.354268548
Cropland,3,1.355227962
Cropland,3.024622475,1.355387658
Cropland,3.156347201,1.355387658
Cropland,3.179296399,1.355387658
Cropland,3.199572355,1.355387658
Cropland,3.22184875,1.355387658
Cropland,2.720159303,1.356981401
Cropland,2.920818754,1.356981401
Cropland,3.014240439,1.356981401
Cropland,3.091080469,1.356981401
Cropland,3.143535225,1.357140454
Cropland,3.051152522,1.357458386
Cropland,2.733732111,1.358569317
Cropland,2.933655979,1.358569317
Cropland,3.099795701,1.358569317
Cropland,3.099795701,1.359044562
Cropland,2.772077103,1.360151448
Cropland,2.807309479,1.361727836
Cropland,3.124938737,1.361727836
Cropland,3.133841131,1.361727836
Cropland,2.746893557,1.36251389
Cropland,3.096910013,1.36486355
Cropland,3.325652471,1.36486355
Cropland,3.251232527,1.36517588
Cropland,2.759667845,1.366422957
Cropland,2.954242509,1.366422957
Cropland,2.889301703,1.366734168
Cropland,3.102662342,1.367480165
Cropland,2.954242509,1.367821652
Cropland,3.047923552,1.367821652
Cropland,2.765916794,1.367976785
Cropland,2.996365715,1.367976785
Cropland,3.158864857,1.367976785
Cropland,2.790050474,1.367976785
Cropland,2.839896846,1.36875162
Cropland,2.870208761,1.369525074
Cropland,3.024622475,1.370142847
Cropland,3.371067862,1.371067862
Cropland,2.829303773,1.372605189
Cropland,3.014240439,1.372605189
Cropland,2.933655979,1.373371817
Cropland,2.790050474,1.374137094
Cropland,3.447158031,1.374137094
Cropland,2.920818754,1.375358739
Cropland,3.051152522,1.375663614
Cropland,3.091080469,1.375663614
Cropland,2.884606581,1.375968275
Cropland,4.376728994,1.376120526
Cropland,2.954242509,1.378700651
Cropland,3.096910013,1.378700651
Cropland,3.014240439,1.380211242
Cropland,3.041392685,1.380211242
Cropland,3.224014811,1.381716597
Cropland,3.105510185,1.382467322
Cropland,3.06069784,1.382939336
Cropland,3.419129308,1.383216752
Cropland,3.105510185,1.384263786
Cropland,3.034762106,1.384711743
Cropland,3.034762106,1.384711743
Cropland,3.034762106,1.384711743
Cropland,3.034762106,1.384711743
Cropland,2.942008053,1.385308301
Cropland,3.051152522,1.385755183
Cropland,2.875061263,1.386647569
Cropland,2.765916794,1.387686374
Cropland,2.733732111,1.389166084
Cropland,2.996365715,1.389166084
Cropland,3.263241435,1.389166084
Cropland,2.950202532,1.392110465
Cropland,3.021189299,1.392110465
Cropland,3.096910013,1.392110465
Cropland,3.146128036,1.392110465
Cropland,3.014240439,1.393867559
Cropland,2.981516594,1.394159718
Cropland,2.925140128,1.394889257
Cropland,3.003604124,1.395035018
Cropland,3.105510185,1.396053977
Cropland,3.327358934,1.396489942
Cropland,2.511883361,1.397940009
Cropland,2.929418926,1.397940009
Cropland,2.937852093,1.397940009
Cropland,2.954242509,1.397940009
Cropland,3.096910013,1.397940009
Cropland,3.335792102,1.397940009
Cropland,3.335792102,1.397940009
Cropland,2.870208761,1.398374086
Cropland,3.151267675,1.398374086
Cropland,2.784141614,1.39866323
Cropland,2.962211439,1.400825697
Cropland,2.925140128,1.401256901
Cropland,2.942008053,1.402261382
Cropland,3.034762106,1.40240469
Cropland,3.30463412,1.403549454
Cropland,3.096910013,1.403692338
Cropland,3.116718406,1.404520136
Cropland,3.099795701,1.405118593
Cropland,3.201852121,1.405118593
Cropland,3.236789099,1.405260962
Cropland,3.03809005,1.405687787
Cropland,2.970036777,1.40654018
Cropland,3.245101209,1.40654018
Cropland,3.40654018,1.40654018
Cropland,3.024622475,1.410355383
Cropland,3.044670395,1.410355383
Cropland,2.989004616,1.410608543
Cropland,3.143535225,1.410777233
Cropland,3.047923552,1.41204033
Cropland,2.981516594,1.412180448
Cropland,3.034762106,1.412180448
Cropland,3.452297671,1.412180448
Cropland,3.028028724,1.413160007
Cropland,3.208620484,1.413579143
Cropland,3.306425028,1.413634997
Cropland,2.992700761,1.414973348
Cropland,3.014240439,1.416363091
Cropland,3.032417279,1.416363091
Cropland,3.462397998,1.416640507
Cropland,2.970036777,1.417194808
Cropland,2.795880017,1.417748402
Cropland,2.726998728,1.418301291
Cropland,2.970036777,1.418439404
Cropland,2.954242509,1.419129308
Cropland,3.047923552,1.419129308
Cropland,3.273001272,1.419129308
Cropland,3.463644181,1.419129308
Cropland,2.962211439,1.419404963
Cropland,3.007178585,1.42078062
Cropland,2.713210443,1.421878016
Cropland,2.942008053,1.421878016
Cropland,2.989004616,1.421878016
Cropland,3.344064628,1.423245874
Cropland,3.377922895,1.423245874
Cropland,3.423245874,1.423245874
Cropland,3.119475841,1.423655393
Cropland,2.602059991,1.424609437
Cropland,2.645094624,1.424609437
Cropland,3.434036354,1.424609437
Cropland,2.855317205,1.425968732
Cropland,2.985276743,1.425968732
Cropland,2.989004616,1.427323786
Cropland,3.06694679,1.427323786
Cropland,3.684994886,1.428404794
